category,subcategory,action,sentence,response
lights,dining room,off,shut off dining room lighting,dining room lighting shut off
lights,dining room,off,disable dining room lights,dining room lights disabled
lights,dining room,off,stop dining room lighting,dining room lighting stopped
lights,dining room,off,extinguish dining room lighting,dining room lighting extinguished
lights,dining room,off,turn off all dining room lights,all dining room lights turned off
lights,dining room,on,turn on dining room lights,dining room lights turned on
lights,dining room,on,activate dining room lights,dining room lights activated
lights,dining room,on,switch on dining room lights,dining room lights switched on
lights,dining room,on,enable dining room lights,dining room lights enabled
lights,dining room,on,power on dining room lights,dining room lights powered on
lights,dining room,on,start dining room lights,dining room lights started
lights,dining room,on,light up dining room,dining room lit up
lights,dining room,on,turn dining room lights on,dining room lights on
lights,dining room,on,activate dining room lighting,dining room lighting activated
lights,dining room,on,enable dining room lighting,dining room lighting enabled
lights,dining room,on,switch on dining room lighting,dining room lighting switched on
lights,dining room,on,turn on dining room lighting,dining room lighting turned on
lights,dining room,on,activate all dining room lights,all dining room lights activated
lights,dining room,on,switch on all dining room lights,all dining room lights switched on
lights,dining room,on,enable all dining room lights,all dining room lights enabled
lights,dining room,on,power on all dining room lights,all dining room lights powered on
lights,kitchen,statusquery,check kitchen lights status,kitchen lights status retrieved
lights,kitchen,statusquery,show kitchen lights,kitchen lights status shown
lights,kitchen,statusquery,what's the kitchen lights status?,kitchen lights details retrieved
lights,kitchen,statusquery,kitchen lights check,status checked
lights,kitchen,statusquery,view kitchen lights,kitchen lights view active
lights,kitchen,statusquery,monitor kitchen lights,lights monitored
lights,kitchen,statusquery,display kitchen lights,kitchen lights retrieved
lights,kitchen,statusquery,check kitchen lighting,lights checked
lights,kitchen,statusquery,show kitchen lighting,kitchen lighting shown
lights,kitchen,statusquery,kitchen lights status check,status retrieved
lights,kitchen,statusquery,view kitchen lighting,lighting view active
lights,kitchen,statusquery,monitor kitchen lighting,lighting monitored
lights,kitchen,statusquery,display kitchen lighting,kitchen lighting retrieved
lights,kitchen,statusquery,check kitchen lights feed,feed checked
lights,kitchen,statusquery,show kitchen lights feed,lights feed shown
lights,kitchen,statusquery,kitchen lighting status check,status retrieved for kitchen lighting.
lights,kitchen,statusquery,view kitchen lights status,lights status view active
lights,kitchen,statusquery,monitor kitchen lights status,lights status monitored
lights,kitchen,statusquery,display kitchen lights status,lights status retrieved
lights,kitchen,statusquery,check kitchen lighting status,lighting status checked
lights,kitchen,statusquery,show kitchen lighting status,kitchen lighting status shown
lights,kitchen,statusquery,kitchen lights check status,kitchen lights status checking
lights,kitchen,off,turn off kitchen lights,kitchen lights turned off
lights,kitchen,off,switch off kitchen lights,kitchen lights switched off
lights,kitchen,off,deactivate kitchen lights,kitchen lights deactivated
lights,kitchen,off,power off kitchen lights,kitchen lights powered off
lights,kitchen,off,shut off kitchen lights,kitchen lights shut off
lights,kitchen,off,turn kitchen lights off,kitchen lights off
lights,kitchen,off,disable kitchen lighting,kitchen lighting disabled
lights,kitchen,off,stop kitchen lights,kitchen lights stopped
lights,kitchen,off,extinguish kitchen lights,kitchen lights extinguished
lights,kitchen,off,turn off kitchen lighting,kitchen lighting turned off
lights,kitchen,off,switch off kitchen lighting,kitchen lighting switched off
lights,kitchen,off,deactivate kitchen lighting,kitchen lighting deactivated
lights,kitchen,off,power off kitchen lighting,kitchen lighting powered off
lights,kitchen,off,shut off kitchen lighting,kitchen lighting shut off
lights,kitchen,off,disable kitchen lights,kitchen lights disabled
lights,kitchen,off,stop kitchen lighting,kitchen lighting stopped
lights,kitchen,off,extinguish kitchen lighting,kitchen lighting extinguished
lights,kitchen,off,turn off all kitchen lights,all kitchen lights turned off
lights,kitchen,on,turn on kitchen lights,kitchen lights turned on
lights,kitchen,on,activate kitchen lights,kitchen lights activated
lights,kitchen,on,switch on kitchen lights,kitchen lights switched on
lights,kitchen,on,enable kitchen lights,kitchen lights enabled
lights,kitchen,on,power on kitchen lights,kitchen lights powered on
lights,kitchen,on,start kitchen lights,kitchen lights started
lights,kitchen,on,light up kitchen,kitchen lit up
lights,kitchen,on,turn kitchen lights on,kitchen lights on
lights,kitchen,on,activate kitchen lighting,kitchen lighting activated
lights,kitchen,on,enable kitchen lighting,kitchen lighting enabled
lights,kitchen,on,switch on kitchen lighting,kitchen lighting switched on
lights,kitchen,on,turn on kitchen lighting,kitchen lighting turned on
lights,kitchen,on,activate all kitchen lights,all kitchen lights activated
lights,kitchen,on,switch on all kitchen lights,all kitchen lights switched on
lights,kitchen,on,enable all kitchen lights,all kitchen lights enabled
lights,kitchen,on,power on all kitchen lights,all kitchen lights powered on
lights,library,off,turn off library lights,library lights turned off
lights,library,off,switch off library lights,library lights switched off
lights,library,off,deactivate library lights,library lights deactivated
lights,library,off,power off library lights,library lights powered off
lights,library,off,shut off library lights,library lights shut off
lights,library,off,turn library lights off,library lights off
lights,library,off,disable library lighting,library lighting disabled
