Category,Subcategory,Action,Sentence,Response
lights,dining room,statusquery,Show dining room lights,Dining room lights status shown
lights,dining room,statusquery,What's the dining room lights status?,Dining room lights details retrieved
lights,dining room,statusquery,Dining room lights check,Status checked
lights,dining room,statusquery,View dining room lights,Dining room lights view active
lights,dining room,statusquery,monitor dining room lights,Lights monitored
lights,dining room,statusquery,Display dining room lights,Dining room lights retrieved
lights,dining room,statusquery,Check dining room lighting,Lights checked
lights,dining room,statusquery,Show dining room lighting,Dining room lighting shown
lights,dining room,statusquery,Dining room lights status check,Lights status checked.
lights,dining room,statusquery,View dining room lighting,Lighting view active
lights,dining room,statusquery,monitor dining room lighting,Lighting monitored
lights,dining room,statusquery,Display dining room lighting,Dining room lighting retrieved
lights,dining room,statusquery,Check dining room lights feed,Feed checked
lights,dining room,statusquery,Show dining room lights feed,Lights feed shown
lights,dining room,statusquery,Dining room lighting status check,Status retrieved
lights,dining room,statusquery,View dining room lights status,Lights status view active
lights,dining room,statusquery,monitor dining room lights status,Lights status monitored
lights,dining room,statusquery,Display dining room lights status,Lights status retrieved
lights,dining room,statusquery,Check dining room lighting status,Lighting status checked
lights,dining room,statusquery,Show dining room lighting status,Dining room lighting status shown
lights,dining room,statusquery,Dining room lights check status,Status checked.
lights,dining room,statusquery,Verify dining room lights status,Dining room lights status verified
lights,dining room,off,Turn off dining room lights,Dining room lights turned off
lights,dining room,off,Switch off dining room lights,Dining room lights switched off
lights,dining room,off,Deactivate dining room lights,Dining room lights deactivated
lights,dining room,off,Power off dining room lights,Dining room lights powered off
lights,dining room,off,Shut off dining room lights,Dining room lights shut off
lights,dining room,off,Turn dining room lights off,Dining room lights off
lights,dining room,off,Disable dining room lighting,Dining room lighting disabled
lights,dining room,off,Stop dining room lights,Dining room lights stopped
lights,dining room,off,Extinguish dining room lights,Dining room lights extinguished
lights,dining room,off,Turn off dining room lighting,Dining room lighting turned off
lights,dining room,off,Switch off dining room lighting,Dining room lighting switched off
lights,dining room,off,Deactivate dining room lighting,Dining room lighting deactivated
lights,dining room,off,Power off dining room lighting,Dining room lighting powered off
lights,dining room,off,Shut off dining room lighting,Dining room lighting shut off
lights,dining room,off,Disable dining room lights,Dining room lights disabled
lights,dining room,off,Stop dining room lighting,Dining room lighting stopped
lights,dining room,off,Extinguish dining room lighting,Dining room lighting extinguished
lights,dining room,off,Turn off all dining room lights,All dining room lights turned off
lights,dining room,on,Turn on dining room lights,Dining room lights turned on
lights,dining room,on,Activate dining room lights,Dining room lights activated
lights,dining room,on,Switch on dining room lights,Dining room lights switched on
lights,dining room,on,Enable dining room lights,Dining room lights enabled
lights,dining room,on,Power on dining room lights,Dining room lights powered on
lights,dining room,on,Start dining room lights,Dining room lights started
lights,dining room,on,Light up dining room,Dining room lit up
lights,dining room,on,Turn dining room lights on,Dining room lights on
lights,dining room,on,Activate dining room lighting,Dining room lighting activated
lights,dining room,on,Enable dining room lighting,Dining room lighting enabled
lights,dining room,on,Switch on dining room lighting,Dining room lighting switched on
lights,dining room,on,Turn on dining room lighting,Dining room lighting turned on
lights,dining room,on,Activate all dining room lights,All dining room lights activated
lights,dining room,on,Switch on all dining room lights,All dining room lights switched on
lights,dining room,on,Enable all dining room lights,All dining room lights enabled
lights,dining room,on,Power on all dining room lights,All dining room lights powered on
lights,kitchen,statusquery,Check kitchen lights status,Kitchen lights status retrieved
lights,kitchen,statusquery,Show kitchen lights,Kitchen lights status shown
lights,kitchen,statusquery,What's the kitchen lights status?,Kitchen lights details retrieved
lights,kitchen,statusquery,Kitchen lights check,Status checked
lights,kitchen,statusquery,View kitchen lights,Kitchen lights view active
lights,kitchen,statusquery,monitor kitchen lights,Lights monitored
lights,kitchen,statusquery,Display kitchen lights,Kitchen lights retrieved
lights,kitchen,statusquery,Check kitchen lighting,Lights checked
lights,kitchen,statusquery,Show kitchen lighting,Kitchen lighting shown
lights,kitchen,statusquery,Kitchen lights status check,Status retrieved
lights,kitchen,statusquery,View kitchen lighting,Lighting view active
lights,kitchen,statusquery,monitor kitchen lighting,Lighting monitored
lights,kitchen,statusquery,Display kitchen lighting,Kitchen lighting retrieved
lights,kitchen,statusquery,Check kitchen lights feed,Feed checked
lights,kitchen,statusquery,Show kitchen lights feed,Lights feed shown
lights,kitchen,statusquery,Kitchen lighting status check,Status retrieved for kitchen lighting.
lights,kitchen,statusquery,View kitchen lights status,Lights status view active
lights,kitchen,statusquery,monitor kitchen lights status,Lights status monitored
lights,kitchen,statusquery,Display kitchen lights status,Lights status retrieved
lights,kitchen,statusquery,Check kitchen lighting status,Lighting status checked
lights,kitchen,statusquery,Show kitchen lighting status,Kitchen lighting status shown
lights,kitchen,statusquery,Kitchen lights check status,Kitchen lights Status checking
lights,kitchen,off,Turn off kitchen lights,Kitchen lights turned off
lights,kitchen,off,Switch off kitchen lights,Kitchen lights switched off
lights,kitchen,off,Deactivate kitchen lights,Kitchen lights deactivated
lights,kitchen,off,Power off kitchen lights,Kitchen lights powered off
lights,kitchen,off,Shut off kitchen lights,Kitchen lights shut off
lights,kitchen,off,Turn kitchen lights off,Kitchen lights off
lights,kitchen,off,Disable kitchen lighting,Kitchen lighting disabled
lights,kitchen,off,Stop kitchen lights,Kitchen lights stopped
lights,kitchen,off,Extinguish kitchen lights,Kitchen lights extinguished
lights,kitchen,off,Turn off kitchen lighting,Kitchen lighting turned off
lights,kitchen,off,Switch off kitchen lighting,Kitchen lighting switched off
lights,kitchen,off,Deactivate kitchen lighting,Kitchen lighting deactivated
lights,kitchen,off,Power off kitchen lighting,Kitchen lighting powered off
lights,kitchen,off,Shut off kitchen lighting,Kitchen lighting shut off
lights,kitchen,off,Disable kitchen lights,Kitchen lights disabled
lights,kitchen,off,Stop kitchen lighting,Kitchen lighting stopped
lights,kitchen,off,Extinguish kitchen lighting,Kitchen lighting extinguished
lights,kitchen,off,Turn off all kitchen lights,All kitchen lights turned off
lights,kitchen,on,Turn on kitchen lights,Kitchen lights turned on
lights,kitchen,on,Activate kitchen lights,Kitchen lights activated
lights,kitchen,on,Switch on kitchen lights,Kitchen lights switched on
lights,kitchen,on,Enable kitchen lights,Kitchen lights enabled
lights,kitchen,on,Power on kitchen lights,Kitchen lights powered on
lights,kitchen,on,Start kitchen lights,Kitchen lights started
lights,kitchen,on,Light up kitchen,Kitchen lit up
lights,kitchen,on,Turn kitchen lights on,Kitchen lights on
lights,kitchen,on,Activate kitchen lighting,Kitchen lighting activated
lights,kitchen,on,Enable kitchen lighting,Kitchen lighting enabled
lights,kitchen,on,Switch on kitchen lighting,Kitchen lighting switched on
lights,kitchen,on,Turn on kitchen lighting,Kitchen lighting turned on
lights,kitchen,on,Activate all kitchen lights,All kitchen lights activated
lights,kitchen,on,Switch on all kitchen lights,All kitchen lights switched on
lights,kitchen,on,Enable all kitchen lights,All kitchen lights enabled
lights,kitchen,on,Power on all kitchen lights,All kitchen lights powered on
lights,library,off,Turn off library lights,Library lights turned off
lights,library,off,Switch off library lights,Library lights switched off
lights,library,off,Deactivate library lights,Library lights deactivated
lights,library,off,Power off library lights,Library lights powered off
